Artista;PapelArtista;TituloObra;FechaDeTexto;Medio;Año;AñoAdquisicion;Dimensiones;Ancho;Alto;ArtistaCatálogo;Museo
Baselitz, Georg;artist;[no title];1995;Drypoint on paper;1995;1997;image: 284 x 174 mm mount: 562 x 411 x 4 mm;284.0;174.0;Georg Baselitz;TATE
Baselitz, Georg;artist;[no title];1995;Aquatint on paper;1995;1997;image: 291 x 179 mm mount: 561 x 409 x 4 mm;291.0;179.0;Georg Baselitz;TATE
Baselitz, Georg;artist;[no title];1995;Drypoint on paper;1995;1997;image: 290 x 178 mm mount: 562 x 409 x 4 mm;290.0;178.0;Georg Baselitz;TATE
Baselitz, Georg;artist;Where is the Yellow Milkjug, Mrs Bird?;1989;Oil paint on canvas;1989;2008;support: 2504 x 2505 x 55 mm;2504.0;2505.0;Georg Baselitz;TATE
McCarthy, Paul;artist;Dog;2000;Photograph, colour, on plastic;2000;2000;unconfirmed: 180 x 86 mm;180.0;86.0;Paul McCarthy;TATE
McCarthy, Paul;artist;Projection Room 1971-2006;2006;Video, 5 projections, colour and sound, slide, 133 slides, 2 projections, colour, light box, chairs and tables;2006;2009;Overall display dimensions variable;;;Paul McCarthy;TATE
McCarthy, Paul;artist;Painter;1995;Video, projection or monitor, colour and sound;1995;2008;50min, 1sec;;;Paul McCarthy;TATE
McCarthy, Paul;artist;Rocky;1976;Video, monitor, colour and sound and 11 works on paper, graphite;1976;2001;support, each: 605 x 480 mm;;;Paul McCarthy;TATE
LeWitt, Sol;artist;[no title];1971;Lithograph on paper;1971;1971;image: 356 x 356 mm;356.0;356.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1975;Etching on paper;1975;1982;image: 400 x 406 mm;400.0;406.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1973;Etching on paper;1973;1975;image: 273 x 270 mm;273.0;270.0;Sol LeWitt;TATE
LeWitt, Sol;artist;Untitled;1971;Intaglio print on paper;1971;1976;image: 159 x 375 mm support: 420 x 594 mm;159.0;375.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1973;Etching on paper;1973;1975;image: 273 x 270 mm;273.0;270.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1971;Lithograph on paper;1971;1971;image: 355 x 355 mm;355.0;355.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Etching and aquatint on paper;1982;1990;image: 450 x 450 mm;450.0;450.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Etching and aquatint on paper;1982;1990;image: 448 x 450 mm;448.0;450.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1971;Lithograph on paper;1971;1971;image: 356 x 356 mm;356.0;356.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1975;Etching on paper;1975;1982;image: 400 x 406 mm;400.0;406.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1971;Lithograph on paper;1971;1971;image: 356 x 356 mm;356.0;356.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Etching and aquatint on paper;1982;1990;image: 450 x 450 mm;450.0;450.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Etching and aquatint on paper;1982;1990;image: 450 x 450 mm;450.0;450.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1973;Etching on paper;1973;1975;image: 273 x 270 mm;273.0;270.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1971;Lithograph on paper;1971;1971;image: 356 x 356 mm;356.0;356.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1975;Etching on paper;1975;1982;image: 400 x 406 mm;400.0;406.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Etching and aquatint on paper;1982;1990;image: 448 x 450 mm;448.0;450.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Etching and aquatint on paper;1982;1990;image: 450 x 452 mm;450.0;452.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Watercolour and woodcut on paper;1982;1984;image: 508 x 305 mm;508.0;305.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Etching and aquatint on paper;1982;1990;image: 450 x 450 mm;450.0;450.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Etching and aquatint on paper;1982;1990;image: 450 x 450 mm;450.0;450.0;Sol LeWitt;TATE
LeWitt, Sol;artist;Small Etching/Black & White No.5;1999;Etching on paper;1999;2001;image: 100 x 100 mm support: 210 x 210 mm;100.0;100.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1991;Etching and aquatint on paper;1991;1992;image: 430 x 205 mm;430.0;205.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1971;Lithograph on paper;1971;1971;image: 356 x 356 mm;356.0;356.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Watercolour and woodcut on paper;1982;1984;image: 505 x 597 mm;505.0;597.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Etching and aquatint on paper;1982;1990;image: 450 x 450 mm;450.0;450.0;Sol LeWitt;TATE
LeWitt, Sol;artist;Small Etching/Black & White No.7;1999;Etching on paper;1999;2001;image: 100 x 100 mm support: 210 x 210 mm;100.0;100.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Etching and aquatint on paper;1982;1990;image: 450 x 450 mm;450.0;450.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1973;Etching on paper;1973;1975;image: 273 x 270 mm;273.0;270.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Etching and aquatint on paper;1982;1990;image: 450 x 450 mm;450.0;450.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1973;Etching on paper;1973;1975;image: 273 x 270 mm;273.0;270.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Etching and aquatint on paper;1982;1990;image: 450 x 450 mm;450.0;450.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1973;Etching on paper;1973;1975;image: 273 x 270 mm;273.0;270.0;Sol LeWitt;TATE
LeWitt, Sol;artist;Wall Drawing #1136;2004;Paint on wall;2004;2008;Overall display dimensions variable;;;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1973;Etching on paper;1973;1975;image: 273 x 270 mm;273.0;270.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1973;Etching on paper;1973;1975;image: 273 x 270 mm;273.0;270.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1971;Lithograph on paper;1971;1971;image: 356 x 356 mm;356.0;356.0;Sol LeWitt;TATE
LeWitt, Sol;artist;Wall Drawing #626;1989;Ink on wall;1989;1990;displayed: 4500 x 4230 mm;4500.0;4230.0;Sol LeWitt;TATE
LeWitt, Sol;artist;Five Open Geometric Structures;1979;Mahogany;1979;1996;displayed: 920 x 6720 x 914 mm;920.0;6720.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Aquatint on paper;1982;1990;image: 448 x 448 mm;448.0;448.0;Sol LeWitt;TATE
LeWitt, Sol;artist;Small Etching/Black & White No.1;1999;Etching on paper;1999;2001;image: 100 x 100 mm support: 210 x 210 mm;100.0;100.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1973;Etching on paper;1973;1975;image: 273 x 270 mm;273.0;270.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1973;Etching on paper;1973;1975;image: 273 x 270 mm;273.0;270.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1971;Lithograph on paper;1971;1971;image: 355 x 355 mm;355.0;355.0;Sol LeWitt;TATE
LeWitt, Sol;artist;Untitled;1965;Painted aluminium;1965;1980;object: 1841 x 1216 x 305 mm;1841.0;1216.0;Sol LeWitt;TATE
LeWitt, Sol;artist;Small Etching/Black & White No.2;1999;Etching on paper;1999;2001;image: 100 x 100 mm support: 210 x 210 mm;100.0;100.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1973;Etching on paper;1973;1975;image: 273 x 270 mm;273.0;270.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Etching and aquatint on paper;1982;1990;image: 450 x 450 mm;450.0;450.0;Sol LeWitt;TATE
LeWitt, Sol;artist;Small Etching/Black & White No.6;1999;Etching on paper;1999;2001;image: 100 x 100 mm support: 210 x 210 mm;100.0;100.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1971;Lithograph on paper;1971;1971;image: 356 x 356 mm;356.0;356.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1971;Lithograph on paper;1971;1971;image: 356 x 356 mm;356.0;356.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1971;Lithograph on paper;1971;1971;image: 356 x 356 mm;356.0;356.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1973;Etching on paper;1973;1975;image: 273 x 270 mm;273.0;270.0;Sol LeWitt;TATE
LeWitt, Sol;artist;Six Geometric Figures (+ Two) (Wall Drawings);1980–1;Chalk and vinyl emulsion paint on wall;1980;1980;;;;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1973;Etching on paper;1973;1975;image: 273 x 270 mm;273.0;270.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1973;Etching on paper;1973;1975;image: 273 x 270 mm;273.0;270.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1973;Etching on paper;1973;1975;image: 273 x 270 mm;273.0;270.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1973;Etching on paper;1973;1975;image: 273 x 270 mm;273.0;270.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1971;Lithograph on paper;1971;1971;image: 355 x 355 mm;355.0;355.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1971;Lithograph on paper;1971;1971;image: 355 x 355 mm;355.0;355.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1971;Lithograph on paper;1971;1971;image: 356 x 356 mm;356.0;356.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1971;Lithograph on paper;1971;1971;image: 356 x 356 mm;356.0;356.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1975;Etching on paper;1975;1982;image: 400 x 406 mm;400.0;406.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1991;Etching and aquatint on paper;1991;1992;image: 430 x 205 mm;430.0;205.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Etching and aquatint on paper;1982;1990;image: 451 x 450 mm;451.0;450.0;Sol LeWitt;TATE
LeWitt, Sol;artist;Arcs from Four Corners;1986;Woodcut on paper;1986;1991;image: 470 x 725 mm;470.0;725.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1991;Etching and aquatint on paper;1991;1992;image: 430 x 205 mm;430.0;205.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1975;Etching on paper;1975;1982;image: 400 x 406 mm;400.0;406.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Etching and aquatint on paper;1982;1990;image: 450 x 450 mm;450.0;450.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Etching and aquatint on paper;1982;1990;image: 450 x 450 mm;450.0;450.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Watercolour and woodcut on paper;1982;1984;image: 610 x 470 mm;610.0;470.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Aquatint on paper;1982;1990;image: 450 x 450 mm;450.0;450.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1971;Lithograph on paper;1971;1971;image: 355 x 355 mm;355.0;355.0;Sol LeWitt;TATE
LeWitt, Sol;artist;Small Etching/Black & White No.8;1999;Etching on paper;1999;2001;image: 100 x 100 mm support: 210 x 210 mm;100.0;100.0;Sol LeWitt;TATE
LeWitt, Sol;artist;Small Etching/Black & White No.4;1999;Etching on paper;1999;2001;image: 100 x 100 mm support: 210 x 210 mm;100.0;100.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Etching and aquatint on paper;1982;1990;image: 449 x 449 mm;449.0;449.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1971;Lithograph on paper;1971;1971;image: 356 x 356 mm;356.0;356.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Etching and aquatint on paper;1982;1990;image: 450 x 450 mm;450.0;450.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Etching and aquatint on paper;1982;1990;image: 450 x 450 mm;450.0;450.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Etching and aquatint on paper;1982;1990;image: 450 x 450 mm;450.0;450.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1991;Etching and aquatint on paper;1991;1992;image: 430 x 205 mm;430.0;205.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Etching and aquatint on paper;1982;1990;image: 450 x 450 mm;450.0;450.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1971;Lithograph on paper;1971;1971;image: 356 x 356 mm;356.0;356.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1971;Lithograph on paper;1971;1971;image: 356 x 356 mm;356.0;356.0;Sol LeWitt;TATE
LeWitt, Sol;artist;A Square Divided Horizontally and Vertically into Four Equal Parts, Each with a Different Direction of Alternating Parallel Bands of Lines;1982;Watercolour and woodcut on paper;1982;1984;image: 607 x 607 mm;607.0;607.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Watercolour and woodcut on paper;1982;1984;image: 558 x 597 mm;558.0;597.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Etching aquatint on paper;1982;1990;image: 452 x 449 mm;452.0;449.0;Sol LeWitt;TATE
LeWitt, Sol;artist;Small Etching/Black & White No.3;1999;Etching on paper;1999;2001;image: 100 x 100 mm support: 210 x 210 mm;100.0;100.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1982;Watercolour and woodcut on paper;1982;1984;image: 609 x 603 mm;609.0;603.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1971;Lithograph on paper;1971;1971;image: 356 x 356 mm;356.0;356.0;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1971;Lithograph on paper;1971;1971;image: 356 x 356 mm;356.0;356.0;Sol LeWitt;TATE
LeWitt, Sol;artist;Two Open Modular Cubes/Half-Off;1972;Enamel on aluminium;1972;1974;object: 1600 x 3054 x 2330 mm;1600.0;3054.0;Sol LeWitt;TATE
LeWitt, Sol;artist;A Wall Divided Vertically into Fifteen Equal Parts, Each with a Different Line Direction and Colour, and All Combinations;1970;Graphite on wall;1970;1973;;;;Sol LeWitt;TATE
LeWitt, Sol;artist;[no title];1975;Etching on paper;1975;1982;image: 400 x 406 mm;400.0;406.0;Sol LeWitt;TATE
Beuys, Joseph;artist;From the Eurasien Staff;1973;Screenprint on paper;1973;1982;image: 800 x 530 mm;800.0;530.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Dumb Box;1982;Copper and felt;1982;2009;object: 470 x 1080 x 630 mm;470.0;1080.0;Joseph Beuys;TATE
Beuys, Joseph;artist;DAS KAPITAL 1970-77;1981;Print on paper;1981;2009;image: 598 x 479 mm;598.0;479.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Drawings by Joseph Beuys: The Secret Block For a Secret Person in Ireland. Ulster Museum Botanic Gardens, Belfast;1974;Print on paper;1974;2009;image: 546 x 418 mm;546.0;418.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys: Konrad Fischer. Düsselfdorf;1984;Print on paper;1984;2009;image: 505 x 606 mm;505.0;606.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys: Element 1. Manresa Photo Documentary;1992;Print on paper;1992;2009;image: 431 x 279 mm;431.0;279.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys: Multiples. Galerie Ilverich;1981;Print on paper;1981;2009;image: 402 x 285 mm;402.0;285.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys: Haltestellen. Museum Für Gegenwartskunst, Basel;1998;Print on paper;1998;2009;image: 350 x 249 mm;350.0;249.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Beuys in Scotland (1970 - 82): A Memorial Exhibition. The Richard Demarco Gallery;1986;Print on paper;1986;2009;image: 340 x 134 mm;340.0;134.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Tabernakel;1970;Print on paper;1970;2009;image: 602 x 846 mm;602.0;846.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys: In Memoriam. Stromwächter - Mündungswächter, Cuxhaven;1996;Print on paper;1996;2009;image: 578 x 260 mm;578.0;260.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys exhibition. Galerie Watari Tokyo;1981;Print on paper;1981;2009;image: 943 x 633 mm;943.0;633.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys: Die späte Druckgraphik;1986;Print on paper;1986;2009;image: 857 x 608 mm;857.0;608.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Beuys. Tracce in Italia;1974;Print on paper;1974;2009;image: 797 x 539 mm;797.0;539.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys: hessisches landesmuseum darmstadt, block beuys, hessisches kultur stiftung. Berlin;1996;Print on paper;1996;2009;image: 838 x 592 mm;838.0;592.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys: Kleine Tekeningen. Van Reekum Museum Apeldoorn;1996;Print on paper;1996;2009;image: 688 x 488 mm;688.0;488.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Filme Beuys,  Kassel;c.1985;Print on paper;1985;2009;image: 841 x 603 mm;841.0;603.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Clan;1958;Oil paint and watercolour on paper;1958;2008;support: 207 x 285 mm;207.0;285.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Girl Pushing Against Elastic Sculpture;1961;Printed paper and oil paint on paper;1961;2008;support: 238 x 339 mm;238.0;339.0;Joseph Beuys;TATE
Beuys, Joseph;artist;For Brown Environment;1964;2 works on paper, oil paint;1964;2008;support (left): 360 x 278 mm support (right): 363 x 233 mm;;360.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Animal Woman;1949, cast 1984;Bronze;1949;1984;object: 315 x 79 x 85 mm;315.0;79.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Woman with falling stone;1959;Graphite on paper;1959;2009;support: 296 x 207 mm;296.0;207.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Untitled;1959–60;Graphite and oil paint on paper mounted between Perspex in zinc frame;1959;2009;support: 200 x 292 mm;200.0;292.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Tails;1962;Oil paint, graphite and felt on paper;1962;2009;support: 397 x 1542 mm;397.0;1542.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Untitled;1965;Paper on paper;1965;2009;support: 417 x 296 mm;417.0;296.0;Joseph Beuys;TATE
Beuys, Joseph;artist;A Party for Animals;1969;Ink, oil paint and stamp on lithograph on paper;1969;2009;support: 526 x 188 mm;526.0;188.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Runrig;1962–72;3 works on paper, oil paint, on board;1962;2009;support (upper): 197 x 161 mm support (centre): 197 x 174 mm support (lower): 197 x 197 mm;;197.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Felt Sculptures;1964;Graphite and oil paint on paper;1964;2009;support: 391 x 270 mm;391.0;270.0;Joseph Beuys;TATE
Beuys, Joseph;artist;the Breathless;1966;Fat, copper oxide and graphite on paper;1966;2009;support: 514 x 411 mm;514.0;411.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Halved Felt Cross over Cologne;1977;Lithograph and ink on paper;1977;1982;image: 230 x 330 mm;230.0;330.0;Joseph Beuys;TATE
Beuys, Joseph;artist;The Woman with the Dog;1975;Graphite, oil paint and metal on paper and card;1975;2008;support (top): 254 x 264 mm support (lower, each): 254 x 260 mm;;254.0;Joseph Beuys;TATE
Beuys, Joseph;artist;The Revolution is Us;1972;Screenprint on paper;1972;1982;image: 1915 x 1003 mm;1915.0;1003.0;Joseph Beuys;TATE
Beuys, Joseph;artist;We Can’t Do it without the Rose;1972;Lithograph on paper;1972;1982;image: 804 x 568 mm;804.0;568.0;Joseph Beuys;TATE
Beuys, Joseph;artist;with Filzplastik;1981;Collage, crayon and ink on paper;1981;2009;support: 577 x 367 mm;577.0;367.0;Joseph Beuys;TATE
Beuys, Joseph;artist;I like America and America Like Me;1974;Print on paper;1974;2009;image: 804 x 534 mm;804.0;534.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Beuys by Ute Klophaus;1986;Print on paper;1986;2009;image: 677 x 444 mm;677.0;444.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys: Discussion. Ulster Museum, Belfast;1974;Print on paper;1974;2009;image: 486 x 610 mm;486.0;610.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys, Documentatie;1975;Print on paper;1975;2009;image: 577 x 372 mm;577.0;372.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Robert McDowell for Joseph Beuys’ 60th Birthday. Spectro Arts Workshop, Newcastle upon Tyne;1981;Print on paper;1981;2009;image: 399 x 302 mm;399.0;302.0;Joseph Beuys;TATE
Beuys, Joseph;artist;‘Wanted. Child Molester’;date not known;Print on paper;;2009;image: 396 x 287 mm;396.0;287.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Beuys. Galleria Santoro;1978;Print on paper;1978;2009;image: 957 x 686 mm;957.0;686.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Kunsthaus Roosevelt. Baden-Baden;date not known;Print on paper;;2009;image: 962 x 599 mm;962.0;599.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Negativ - Kartei - Nr.;date not known;Print on paper;;2009;image: 698 x 399 mm;698.0;399.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys: Die Sammlung Staeck. Städtische Galerie, Wolfsburg;2000;Print on paper;2000;2009;image: 791 x 554 mm;791.0;554.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Jahre Capital - Kunstkompass Galerie Denise René;1993;Print on paper;1993;2009;image: 679 x 315 mm;679.0;315.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Gespräch über bäume. Wein;1983;Print on paper;1983;2009;image: 838 x 587 mm;838.0;587.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Neue Zeichnungen Kunstmuseum Basel;1983;Print on paper;1983;2009;image: 837 x 525 mm;837.0;525.0;Joseph Beuys;TATE
Beuys, Joseph;artist;J Beuys. Difesa Della Natura;1984;Print on paper;1984;2009;image: 560 x 746 mm;560.0;746.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Beuys by Warhol. Paintings + Prints;1980;Print on paper;1980;2009;image: 392 x 275 mm;392.0;275.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys;1981;Print on paper;1981;2009;image: 770 x 592 mm;770.0;592.0;Joseph Beuys;TATE
